ano_mes,setor,ret_setor,n_empresas,data
2013-04,"Petróleo, Gás e Biocombustíveis",-0.0929666890196629,8,2013-04-30
2013-04,Saúde,-0.017249854706628338,14,2013-04-30
2013-04,Tecnologia da Informação,-0.019017193670442262,6,2013-04-30
2013-04,Utilidade Pública,-0.016024003221751383,37,2013-04-30
2013-05,Bens Industriais,-0.004135754593967042,38,2013-05-31
2013-05,Comunicações,-0.09694050629463147,4,2013-05-31
2013-05,Consumo Cíclico,-0.011322587391815218,63,2013-05-31
2013-05,Consumo não Cíclico,0.01538786989456093,16,2013-05-31
2013-05,Financeiro,-0.007562157744398889,47,2013-05-31
2013-05,Materiais Básicos,-0.04395124190930599,29,2013-05-31
2013-05,Outros,-0.2715251147241614,2,2013-05-31
2013-05,"Petróleo, Gás e Biocombustíveis",-0.05082192520755474,8,2013-05-31
2013-05,Saúde,0.006696839345813855,14,2013-05-31
2013-05,Tecnologia da Informação,-0.011352638202255516,6,2013-05-31
2013-05,Utilidade Pública,0.003921668920896423,35,2013-05-31
2013-06,Bens Industriais,-0.06419405722957162,38,2013-06-30
2013-06,Comunicações,-0.07031621126607235,4,2013-06-30
2013-06,Consumo Cíclico,-0.10797752703845181,62,2013-06-30
2013-06,Consumo não Cíclico,-0.09028664898650107,16,2013-06-30
2013-06,Financeiro,-0.06314708984738883,49,2013-06-30
2013-06,Materiais Básicos,-0.16936195948299065,27,2013-06-30
2013-06,Outros,-0.264368921761712,2,2013-06-30
2013-06,"Petróleo, Gás e Biocombustíveis",-0.25061950767983626,8,2013-06-30
2013-06,Saúde,-0.07243937833815234,13,2013-06-30
2013-06,Tecnologia da Informação,-0.09684108536756215,6,2013-06-30
2013-06,Utilidade Pública,-0.09320519813528196,33,2013-06-30
2013-07,Bens Industriais,-0.01614183660849897,39,2013-07-31
2013-07,Comunicações,-0.014343453997276434,4,2013-07-31
2013-07,Consumo Cíclico,-0.041353237554488734,63,2013-07-31
2013-07,Consumo não Cíclico,-0.010727138260276076,16,2013-07-31
2013-07,Financeiro,-0.0005096123137312056,47,2013-07-31
2013-07,Materiais Básicos,0.07487995673895652,27,2013-07-31
2013-07,Outros,-0.05343529336572217,2,2013-07-31
2013-07,"Petróleo, Gás e Biocombustíveis",-0.05127603478661549,8,2013-07-31
2013-07,Saúde,0.03838081596268141,12,2013-07-31
2013-07,Tecnologia da Informação,0.005886425718316028,6,2013-07-31
2013-07,Utilidade Pública,0.006602997270191704,32,2013-07-31
2013-08,Bens Industriais,0.003712661316009906,38,2013-08-31
2013-08,Comunicações,-0.03244455958600895,4,2013-08-31
2013-08,Consumo Cíclico,-0.0012317281854663507,61,2013-08-31
2013-08,Consumo não Cíclico,0.006476619073573146,15,2013-08-31
2013-08,Financeiro,-0.01726852201926879,48,2013-08-31
2013-08,Materiais Básicos,0.08713101072770857,26,2013-08-31
2013-08,Outros,0.13721901814786708,2,2013-08-31
2013-08,"Petróleo, Gás e Biocombustíveis",-0.17171781473083442,8,2013-08-31
2013-08,Saúde,-0.02775684881595076,13,2013-08-31
2013-08,Tecnologia da Informação,-0.0014533961933608601,6,2013-08-31
2013-08,Utilidade Pública,0.008394258744909995,33,2013-08-31
2013-09,Bens Industriais,0.0010863441598877616,39,2013-09-30
2013-09,Comunicações,0.08856743444623527,4,2013-09-30
2013-09,Consumo Cíclico,0.06812433644641419,62,2013-09-30
2013-09,Consumo não Cíclico,0.04431582340866813,14,2013-09-30
2013-09,Financeiro,0.05216318766982147,47,2013-09-30
2013-09,Materiais Básicos,0.06099189575458513,27,2013-09-30
2013-09,Outros,0.12063212197872286,2,2013-09-30
2013-09,"Petróleo, Gás e Biocombustíveis",-0.06006913637948022,8,2013-09-30
2013-09,Saúde,0.01741752152401282,13,2013-09-30
2013-09,Tecnologia da Informação,0.018890541406129602,5,2013-09-30
2013-09,Utilidade Pública,0.06729313214685083,35,2013-09-30
2013-10,Bens Industriais,0.00838974061821462,37,2013-10-31
2013-10,Comunicações,-0.01176877157907652,4,2013-10-31
2013-10,Consumo Cíclico,-0.0008785561181485365,62,2013-10-31
2013-10,Consumo não Cíclico,0.0110766776086185,14,2013-10-31
2013-10,Financeiro,0.038974929062067364,47,2013-10-31
2013-10,Materiais Básicos,-0.03484099667098735,29,2013-10-31
2013-10,Outros,0.2178422915326942,2,2013-10-31
2013-10,"Petróleo, Gás e Biocombustíveis",0.008424443484182448,8,2013-10-31
2013-10,Saúde,-0.003185201994602747,13,2013-10-31
2013-10,Tecnologia da Informação,0.05615073075588872,5,2013-10-31
2013-10,Utilidade Pública,-0.008324259126216631,38,2013-10-31
2013-11,Bens Industriais,0.006440425086699215,39,2013-11-30
2013-11,Comunicações,-0.010954190054463964,4,2013-11-30
2013-11,Consumo Cíclico,-0.027537059283342994,63,2013-11-30
2013-11,Consumo não Cíclico,-0.031187291705249563,14,2013-11-30
2013-11,Financeiro,-0.025101277579326193,48,2013-11-30
2013-11,Materiais Básicos,-0.03486735013731111,27,2013-11-30
2013-11,Outros,-0.30131820470257376,2,2013-11-30
2013-11,"Petróleo, Gás e Biocombustíveis",-0.022016395347610546,8,2013-11-30
2013-11,Saúde,0.035864417340210814,13,2013-11-30
2013-11,Tecnologia da Informação,-0.03243550770869408,6,2013-11-30
2013-11,Utilidade Pública,-0.03356714939673265,35,2013-11-30
2013-12,Bens Industriais,-0.016943385803536676,37,2013-12-31
2013-12,Comunicações,-0.017002422882835377,4,2013-12-31
2013-12,Consumo Cíclico,-0.009780130367822697,61,2013-12-31
2013-12,Consumo não Cíclico,-0.03039949604419082,16,2013-12-31
2013-12,Financeiro,-0.016743692717695467,49,2013-12-31
2013-12,Materiais Básicos,0.02760998251491719,28,2013-12-31
2013-12,Outros,0.03951219017505481,2,2013-12-31
2013-12,"Petróleo, Gás e Biocombustíveis",0.03370688833186222,8,2013-12-31
2013-12,Saúde,-0.0037858036678977735,13,2013-12-31
2013-12,Tecnologia da Informação,-0.012379613117575516,6,2013-12-31
2013-12,Utilidade Pública,0.006438603593283382,36,2013-12-31
2014-01,Bens Industriais,-0.059027653359043336,38,2014-01-31
2014-01,Comunicações,0.06343615565528549,4,2014-01-31
2014-01,Consumo Cíclico,-0.0799774222704732,62,2014-01-31
2014-01,Consumo não Cíclico,-0.07054156054868953,16,2014-01-31
2014-01,Financeiro,-0.07662957817517844,48,2014-01-31
2014-01,Materiais Básicos,-0.08024007476927174,29,2014-01-31
2014-01,Outros,-0.10495424939806763,2,2014-01-31
2014-01,"Petróleo, Gás e Biocombustíveis",0.015547455272970329,8,2014-01-31
2014-01,Saúde,-0.0876000057576423,12,2014-01-31
2014-01,Tecnologia da Informação,-0.13008572984853536,6,2014-01-31
2014-01,Utilidade Pública,-0.053760441685419,36,2014-01-31
2014-02,Bens Industriais,-0.033452964312136485,38,2014-02-28
2014-02,Comunicações,-0.07261714450441659,4,2014-02-28
2014-02,Consumo Cíclico,-0.01870484550704092,62,2014-02-28
2014-02,Consumo não Cíclico,-0.013399368459058328,16,2014-02-28
2014-02,Financeiro,0.006663592113332387,48,2014-02-28
2014-02,Materiais Básicos,-0.057571878337244704,30,2014-02-28
2014-02,Outros,-0.2641766693655224,2,2014-02-28
2014-02,"Petróleo, Gás e Biocombustíveis",-0.07443578147857732,8,2014-02-28
2014-02,Saúde,-0.0024667802411929905,13,2014-02-28
2014-02,Tecnologia da Informação,-0.04743193864165416,6,2014-02-28
2014-02,Utilidade Pública,-0.052916644018869724,36,2014-02-28
2014-03,Bens Industriais,-0.025501084541736094,38,2014-03-31
2014-03,Comunicações,-0.013558825004124642,4,2014-03-31
2014-03,Consumo Cíclico,0.017382523590674156,63,2014-03-31
2014-03,Consumo não Cíclico,0.0006690244572151172,16,2014-03-31
2014-03,Financeiro,0.023898228954495514,48,2014-03-31
2014-03,Materiais Básicos,-0.00193879573129897,30,2014-03-31
2014-03,Outros,-0.04842780215157627,2,2014-03-31
2014-03,"Petróleo, Gás e Biocombustíveis",0.00030676069920834714,8,2014-03-31
2014-03,Saúde,0.03437350951974723,13,2014-03-31
2014-03,Tecnologia da Informação,0.01240435627526672,7,2014-03-31
2014-03,Utilidade Pública,0.0131328014313476,39,2014-03-31
2014-04,Bens Industriais,0.023867838000599523,37,2014-04-30
2014-04,Comunicações,-0.10378261048900694,4,2014-04-30
2014-04,Consumo Cíclico,-0.013404974374175593,62,2014-04-30
2014-04,Consumo não Cíclico,0.00615349912324005,16,2014-04-30
2014-04,Financeiro,-0.01285887343057232,47,2014-04-30
2014-04,Materiais Básicos,-0.048280514911591715,30,2014-04-30
2014-04,Outros,0.1470083021136913,2,2014-04-30
2014-04,"Petróleo, Gás e Biocombustíveis",-0.02152595934366497,8,2014-04-30
2014-04,Saúde,-0.026822569342656817,13,2014-04-30
2014-04,Tecnologia da Informação,-0.015016707773249942,7,2014-04-30
2014-04,Utilidade Pública,0.027689908588507072,40,2014-04-30
2014-05,Bens Industriais,-0.001440168817228723,38,2014-05-31
2014-05,Comunicações,-0.03692581395976591,4,2014-05-31
2014-05,Consumo Cíclico,-0.0051532964954984425,64,2014-05-31
2014-05,Consumo não Cíclico,0.04322424147757218,16,2014-05-31
2014-05,Financeiro,-0.01836481338682705,48,2014-05-31
2014-05,Materiais Básicos,-0.018685192086691053,29,2014-05-31
2014-05,Outros,-0.22976552135247807,2,2014-05-31
2014-05,"Petróleo, Gás e Biocombustíveis",-0.043708929675411096,8,2014-05-31
2014-05,Saúde,0.09239566988281958,13,2014-05-31
2014-05,Tecnologia da Informação,-0.000872625206727968,7,2014-05-31
2014-05,Utilidade Pública,0.01535390757507724,36,2014-05-31
2014-06,Bens Industriais,0.020808425931788714,39,2014-06-30
2014-06,Comunicações,0.032675439632123715,4,2014-06-30
2014-06,Consumo Cíclico,0.05468738413004677,62,2014-06-30
2014-06,Consumo não Cíclico,0.04442305490660467,16,2014-06-30
2014-06,Financeiro,0.021283027474694943,47,2014-06-30
2014-06,Materiais Básicos,0.019170527239366544,30,2014-06-30
2014-06,Outros,0.3865937474197616,2,2014-06-30
2014-06,"Petróleo, Gás e Biocombustíveis",0.0541164320904467,8,2014-06-30
2014-06,Saúde,0.02096397977757297,13,2014-06-30
2014-06,Tecnologia da Informação,0.025693836348336916,7,2014-06-30
2014-06,Utilidade Pública,0.03161654016027816,37,2014-06-30
2014-07,Bens Industriais,-0.06282186153085727,40,2014-07-31
2014-07,Comunicações,-0.11363143669881715,4,2014-07-31
2014-07,Consumo Cíclico,-0.002820410253307931,63,2014-07-31
2014-07,Consumo não Cíclico,-0.04122829388198386,15,2014-07-31
2014-07,Financeiro,0.012412104311525294,47,2014-07-31
2014-07,Materiais Básicos,0.0033006433162846294,27,2014-07-31
2014-07,Outros,-0.0400201571397889,2,2014-07-31
2014-07,"Petróleo, Gás e Biocombustíveis",0.03574411039639072,8,2014-07-31
2014-07,Saúde,-0.04114232135001864,13,2014-07-31
2014-07,Tecnologia da Informação,0.021358557250843038,7,2014-07-31
2014-07,Utilidade Pública,-0.009073536111324415,37,2014-07-31
2014-08,Bens Industriais,0.008143856922396756,40,2014-08-31
2014-08,Comunicações,-0.04732521079811225,4,2014-08-31
2014-08,Consumo Cíclico,0.040808610432107616,62,2014-08-31
2014-08,Consumo não Cíclico,0.11233645013719983,15,2014-08-31
2014-08,Financeiro,0.05270403046071373,47,2014-08-31
2014-08,Materiais Básicos,-0.05017077719647115,30,2014-08-31
2014-08,Outros,0.0942739895787762,2,2014-08-31
2014-08,"Petróleo, Gás e Biocombustíveis",0.03984863318547291,8,2014-08-31
2014-08,Saúde,0.027749967165748964,13,2014-08-31
2014-08,Tecnologia da Informação,0.03340799446192844,7,2014-08-31
2014-08,Utilidade Pública,0.0444034918594857,38,2014-08-31
2014-09,Bens Industriais,-0.06808315439052386,38,2014-09-30
2014-09,Comunicações,0.12360607567730975,4,2014-09-30
2014-09,Consumo Cíclico,-0.0787628467282914,62,2014-09-30
2014-09,Consumo não Cíclico,-0.06582256742411073,15,2014-09-30
2014-09,Financeiro,-0.0577484434101864,48,2014-09-30
2014-09,Materiais Básicos,-0.10115979643679002,29,2014-09-30
2014-09,Outros,-0.1553533617164602,2,2014-09-30
2014-09,"Petróleo, Gás e Biocombustíveis",-0.16430713723441323,8,2014-09-30
2014-09,Saúde,-0.08446007764246974,13,2014-09-30
2014-09,Tecnologia da Informação,-0.012947215896645594,7,2014-09-30
2014-09,Utilidade Pública,-0.07852261892335416,37,2014-09-30
2014-10,Bens Industriais,-0.1086083899731879,39,2014-10-31
2014-10,Comunicações,-0.09239854651476331,4,2014-10-31
2014-10,Consumo Cíclico,-0.041240544755528324,60,2014-10-31
2014-10,Consumo não Cíclico,-0.06435638937777567,15,2014-10-31
2014-10,Financeiro,-0.048490489280313485,49,2014-10-31
2014-10,Materiais Básicos,-0.03799816013202407,29,2014-10-31
2014-10,Outros,-0.21998008693908655,2,2014-10-31
2014-10,"Petróleo, Gás e Biocombustíveis",-0.2327391043917086,8,2014-10-31
2014-10,Saúde,0.0146597912722063,13,2014-10-31
2014-10,Tecnologia da Informação,-0.027919099467795545,7,2014-10-31
2014-10,Utilidade Pública,-0.0539068114867001,37,2014-10-31
2014-11,Bens Industriais,-0.06079380638990237,38,2014-11-30
2014-11,Comunicações,-0.01286736514712794,4,2014-11-30
2014-11,Consumo Cíclico,-0.020513356640016536,61,2014-11-30
2014-11,Consumo não Cíclico,-0.013671845464510557,15,2014-11-30
2014-11,Financeiro,-0.016261996202496617,51,2014-11-30
2014-11,Materiais Básicos,-0.02169948171049983,28,2014-11-30
2014-11,Outros,-0.21946133638597998,2,2014-11-30
2014-11,"Petróleo, Gás e Biocombustíveis",0.05024081431336225,8,2014-11-30
2014-11,Saúde,0.01658925532994639,14,2014-11-30
2014-11,Tecnologia da Informação,0.06709739014830875,7,2014-11-30
2014-11,Utilidade Pública,0.0397719885724411,36,2014-11-30
2014-12,Bens Industriais,-0.03800983499451106,39,2014-12-31
2014-12,Comunicações,-0.2498192357117509,4,2014-12-31
2014-12,Consumo Cíclico,-0.10728753586875317,62,2014-12-31
2014-12,Consumo não Cíclico,-0.08940261666458357,16,2014-12-31
2014-12,Financeiro,-0.056110246617417175,47,2014-12-31
2014-12,Materiais Básicos,-0.031683396377397324,28,2014-12-31
2014-12,Outros,-0.18765512937269957,1,2014-12-31
2014-12,"Petróleo, Gás e Biocombustíveis",-0.20065557783915489,8,2014-12-31
2014-12,Saúde,-0.038000526139263004,14,2014-12-31
2014-12,Tecnologia da Informação,-0.049697861624475384,7,2014-12-31
2014-12,Utilidade Pública,-0.051188848449331595,38,2014-12-31
2015-01,Bens Industriais,-0.15733517937151936,37,2015-01-31
2015-01,Comunicações,-0.1281964491264449,4,2015-01-31
2015-01,Consumo Cíclico,-0.09401108818808852,62,2015-01-31
2015-01,Consumo não Cíclico,-0.06503902795795384,16,2015-01-31
2015-01,Financeiro,-0.10149957751536653,47,2015-01-31
2015-01,Materiais Básicos,-0.13578526476079864,27,2015-01-31
2015-01,Outros,-0.5936448703422496,2,2015-01-31
2015-01,"Petróleo, Gás e Biocombustíveis",-0.10723141395077615,8,2015-01-31
2015-01,Saúde,-0.11289242606719538,14,2015-01-31
2015-01,Tecnologia da Informação,-0.011448245820918634,6,2015-01-31
2015-01,Utilidade Pública,-0.09356767090802628,33,2015-01-31
2015-02,Bens Industriais,-0.01932978375459272,38,2015-02-28
2015-02,Comunicações,0.0692523658799451,4,2015-02-28
2015-02,Consumo Cíclico,-0.007346351983071615,58,2015-02-28
2015-02,Consumo não Cíclico,-0.021563393547678396,15,2015-02-28
2015-02,Financeiro,0.07709804512744983,49,2015-02-28
2015-02,Materiais Básicos,0.0364648272016987,26,2015-02-28
2015-02,Outros,-0.05474675483890579,1,2015-02-28
2015-02,"Petróleo, Gás e Biocombustíveis",0.01507776770833913,8,2015-02-28
2015-02,Saúde,-0.02545504356276716,14,2015-02-28
2015-02,Tecnologia da Informação,-0.003285974599507737,6,2015-02-28
2015-02,Utilidade Pública,0.05870191784855954,38,2015-02-28
2015-03,Bens Industriais,-0.05931875350499477,37,2015-03-31
2015-03,Comunicações,-0.09974013182262842,4,2015-03-31
2015-03,Consumo Cíclico,0.0020384611030064242,58,2015-03-31
2015-03,Consumo não Cíclico,-0.024839191499742196,15,2015-03-31
2015-03,Financeiro,-0.026350730451163026,48,2015-03-31
2015-03,Materiais Básicos,0.02929847596571048,28,2015-03-31
2015-03,Outros,0.07027219241414095,2,2015-03-31
2015-03,"Petróleo, Gás e Biocombustíveis",-0.046172969758895,8,2015-03-31
2015-03,Saúde,-0.03623235619638251,14,2015-03-31
2015-03,Tecnologia da Informação,-0.021415608968287658,6,2015-03-31
2015-03,Utilidade Pública,0.02144750970452804,38,2015-03-31
2015-04,Bens Industriais,0.04237688612207294,40,2015-04-30
2015-04,Comunicações,0.08348378476750296,4,2015-04-30
2015-04,Consumo Cíclico,0.05570658890550007,61,2015-04-30
2015-04,Consumo não Cíclico,0.04431387174183632,15,2015-04-30
2015-04,Financeiro,0.051620843767234664,49,2015-04-30
2015-04,Materiais Básicos,0.06298095213106554,27,2015-04-30
2015-04,Outros,-0.00017179254435706337,2,2015-04-30
2015-04,"Petróleo, Gás e Biocombustíveis",0.06933731696193446,8,2015-04-30
2015-04,Saúde,0.056491637292305205,14,2015-04-30
2015-04,Tecnologia da Informação,-0.006342060672223944,6,2015-04-30
2015-04,Utilidade Pública,0.05729114961161235,39,2015-04-30
2015-05,Bens Industriais,0.02855682004741194,39,2015-05-31
2015-05,Comunicações,0.017678768698701552,4,2015-05-31
2015-05,Consumo Cíclico,-0.04685604659483934,59,2015-05-31
2015-05,Consumo não Cíclico,0.015108242608170116,15,2015-05-31
2015-05,Financeiro,-0.04159517105739191,49,2015-05-31
2015-05,Materiais Básicos,-0.06017001541078852,27,2015-05-31
2015-05,Outros,0.03247788751904601,2,2015-05-31
2015-05,"Petróleo, Gás e Biocombustíveis",-0.042686451160656114,8,2015-05-31
2015-05,Saúde,0.03504527319332938,14,2015-05-31
2015-05,Tecnologia da Informação,-0.03432067274543089,6,2015-05-31
2015-05,Utilidade Pública,0.019061032164235152,38,2015-05-31
2015-06,Bens Industriais,-0.038892804295493084,39,2015-06-30
2015-06,Comunicações,-0.04148088649882542,4,2015-06-30
2015-06,Consumo Cíclico,-0.04086531612966214,59,2015-06-30
2015-06,Consumo não Cíclico,0.0035139185575077773,16,2015-06-30
2015-06,Financeiro,-0.007586597301419533,48,2015-06-30
2015-06,Materiais Básicos,-0.11772432022409515,28,2015-06-30
2015-06,Outros,-0.10846548034192782,1,2015-06-30
2015-06,"Petróleo, Gás e Biocombustíveis",-0.09406820766897028,8,2015-06-30
2015-06,Saúde,0.04504345142337502,14,2015-06-30
2015-06,Tecnologia da Informação,-0.06733573589407264,7,2015-06-30
2015-06,Utilidade Pública,0.0018165727573224695,39,2015-06-30
2015-07,Bens Industriais,-0.08605377905345547,39,2015-07-31
2015-07,Comunicações,-0.09852722044929985,4,2015-07-31
2015-07,Consumo Cíclico,-0.09084745853564839,60,2015-07-31
2015-07,Consumo não Cíclico,-0.012433550251066388,16,2015-07-31
2015-07,Financeiro,-0.044848280728272766,45,2015-07-31
2015-07,Materiais Básicos,-0.07058216768088228,27,2015-07-31
2015-07,Outros,-0.10778304474469813,1,2015-07-31
2015-07,"Petróleo, Gás e Biocombustíveis",-0.19296915895530076,9,2015-07-31
2015-07,Saúde,-0.006173417229763611,14,2015-07-31
2015-07,Tecnologia da Informação,-0.005961295014800981,6,2015-07-31
2015-07,Utilidade Pública,-0.04975287434739695,38,2015-07-31
2015-08,Bens Industriais,-0.12873797678550533,39,2015-08-31
2015-08,Comunicações,-0.2813262468614741,4,2015-08-31
2015-08,Consumo Cíclico,-0.147145026635868,61,2015-08-31
2015-08,Consumo não Cíclico,-0.10922399360693962,16,2015-08-31
2015-08,Financeiro,-0.05189918407935811,46,2015-08-31
2015-08,Materiais Básicos,-0.12629882735974743,27,2015-08-31
2015-08,Outros,0.4054283231164373,1,2015-08-31
2015-08,"Petróleo, Gás e Biocombustíveis",-0.16748180553478964,9,2015-08-31
2015-08,Saúde,-0.07399094794845058,14,2015-08-31
2015-08,Tecnologia da Informação,-0.04457620787896711,7,2015-08-31
2015-08,Utilidade Pública,-0.10569122401186822,40,2015-08-31
2015-09,Bens Industriais,-0.0017617004183990551,40,2015-09-30
2015-09,Comunicações,-0.05981467063250112,4,2015-09-30
2015-09,Consumo Cíclico,-0.030655430896547597,60,2015-09-30
2015-09,Consumo não Cíclico,0.056352553172960444,15,2015-09-30
2015-09,Financeiro,-0.0477055625513808,47,2015-09-30
2015-09,Materiais Básicos,-0.019261154129159578,29,2015-09-30
2015-09,Outros,0.022481009353347292,2,2015-09-30
2015-09,"Petróleo, Gás e Biocombustíveis",-0.061059308861249835,9,2015-09-30
2015-09,Saúde,-0.04106604900610992,14,2015-09-30
2015-09,Tecnologia da Informação,-0.06932392866093937,6,2015-09-30
2015-09,Utilidade Pública,-0.0009903351064185634,36,2015-09-30
2015-10,Bens Industriais,-0.03652214804351633,39,2015-10-31
2015-10,Comunicações,0.09738109204778311,4,2015-10-31
2015-10,Consumo Cíclico,0.0431252325258152,58,2015-10-31
2015-10,Consumo não Cíclico,-0.015718132372179207,16,2015-10-31
2015-10,Financeiro,-0.00878165581107165,47,2015-10-31
2015-10,Materiais Básicos,0.009136844471792572,28,2015-10-31
2015-10,Outros,0.6084521792636677,1,2015-10-31
2015-10,"Petróleo, Gás e Biocombustíveis",0.03584353639044031,9,2015-10-31
2015-10,Saúde,0.0019743205721317603,14,2015-10-31
2015-10,Tecnologia da Informação,0.08613081573810279,6,2015-10-31
2015-10,Utilidade Pública,0.017063224519203665,39,2015-10-31
2015-11,Bens Industriais,0.022740056877480215,40,2015-11-30
2015-11,Comunicações,-0.13039688830497903,4,2015-11-30
2015-11,Consumo Cíclico,-0.08839533307629578,60,2015-11-30
2015-11,Consumo não Cíclico,-0.0502039882849782,17,2015-11-30
2015-11,Financeiro,0.0038583509110090976,47,2015-11-30
2015-11,Materiais Básicos,-0.040069494794132805,27,2015-11-30
2015-11,Outros,-0.1624452254297195,2,2015-11-30
2015-11,"Petróleo, Gás e Biocombustíveis",-0.08346103945200939,9,2015-11-30
2015-11,Saúde,-0.02913714205814788,13,2015-11-30
2015-11,Tecnologia da Informação,0.06154329116551232,6,2015-11-30
2015-11,Utilidade Pública,-0.040038163912892416,37,2015-11-30
2015-12,Bens Industriais,-0.029211580143001136,38,2015-12-31
2015-12,Comunicações,-0.09718796362908061,4,2015-12-31
2015-12,Consumo Cíclico,0.0012204071807707805,58,2015-12-31
2015-12,Consumo não Cíclico,0.10022137329878034,17,2015-12-31
2015-12,Financeiro,-0.009899352149765468,47,2015-12-31
2015-12,Materiais Básicos,-0.08477207621053484,25,2015-12-31
2015-12,Outros,-0.18577088845859158,2,2015-12-31
2015-12,"Petróleo, Gás e Biocombustíveis",0.00476565034040815,9,2015-12-31
2015-12,Saúde,-0.09082733593655401,14,2015-12-31
2015-12,Tecnologia da Informação,0.06813455742916812,6,2015-12-31
2015-12,Utilidade Pública,0.006015899178192743,39,2015-12-31
2016-01,Bens Industriais,-0.12189631011533855,36,2016-01-31
2016-01,Comunicações,0.1419391292530835,4,2016-01-31
2016-01,Consumo Cíclico,-0.08906374493905862,58,2016-01-31
2016-01,Consumo não Cíclico,-0.059156403300203456,18,2016-01-31
2016-01,Financeiro,-0.03461350335630752,44,2016-01-31
2016-01,Materiais Básicos,-0.1613109037084509,27,2016-01-31
2016-01,Outros,-0.3614941705591983,1,2016-01-31
2016-01,"Petróleo, Gás e Biocombustíveis",-0.18417345842873806,9,2016-01-31
2016-01,Saúde,-0.04519705868454916,14,2016-01-31
2016-01,Tecnologia da Informação,-0.049831436016030274,5,2016-01-31
2016-01,Utilidade Pública,-0.04035194698227393,39,2016-01-31
2016-02,Bens Industriais,0.012077255710861589,37,2016-02-29
2016-02,Comunicações,-0.11621866924385826,4,2016-02-29
2016-02,Consumo Cíclico,0.10894684165816013,58,2016-02-29
2016-02,Consumo não Cíclico,0.04179353912900394,18,2016-02-29
2016-02,Financeiro,0.03755749310112346,43,2016-02-29
2016-02,Materiais Básicos,0.05695056985973135,28,2016-02-29
2016-02,Outros,0.21837759921566313,1,2016-02-29
2016-02,"Petróleo, Gás e Biocombustíveis",0.018993928092844274,9,2016-02-29
2016-02,Saúde,0.08114297078106324,14,2016-02-29
2016-02,Tecnologia da Informação,-0.03298936849059471,5,2016-02-29
2016-02,Utilidade Pública,0.012904519180222557,40,2016-02-29
2016-03,Bens Industriais,0.09044292879898899,36,2016-03-31
2016-03,Comunicações,0.020080828711830867,4,2016-03-31
2016-03,Consumo Cíclico,0.08725529339863668,62,2016-03-31
2016-03,Consumo não Cíclico,0.024759305909262844,18,2016-03-31
2016-03,Financeiro,0.1077709074191252,46,2016-03-31
2016-03,Materiais Básicos,0.1262391512331245,27,2016-03-31
2016-03,Outros,0.09181731161496653,1,2016-03-31
2016-03,"Petróleo, Gás e Biocombustíveis",0.4203175010873329,9,2016-03-31
2016-03,Saúde,0.10717878477343078,14,2016-03-31
2016-03,Tecnologia da Informação,-0.03717791557203451,6,2016-03-31
2016-03,Utilidade Pública,0.11760069744370501,37,2016-03-31
2016-04,Bens Industriais,0.060185619860629765,37,2016-04-30
2016-04,Comunicações,-0.1014197018612698,4,2016-04-30
2016-04,Consumo Cíclico,0.04911386386985929,60,2016-04-30
2016-04,Consumo não Cíclico,0.020206733333254095,18,2016-04-30
2016-04,Financeiro,0.041077139851215215,46,2016-04-30
2016-04,Materiais Básicos,0.0870274636214845,26,2016-04-30
2016-04,Outros,-0.17211864852086384,2,2016-04-30
2016-04,"Petróleo, Gás e Biocombustíveis",0.012796058617531032,9,2016-04-30
2016-04,Saúde,0.0413031763716098,14,2016-04-30
2016-04,Tecnologia da Informação,0.03703581503970098,6,2016-04-30
2016-04,Utilidade Pública,0.059262361526245505,36,2016-04-30
2016-05,Bens Industriais,-0.055601789718302576,37,2016-05-31
2016-05,Comunicações,-0.0408657938634141,4,2016-05-31
2016-05,Consumo Cíclico,-0.07489292471429165,62,2016-05-31
2016-05,Consumo não Cíclico,0.0037303617702293262,18,2016-05-31
2016-05,Financeiro,-0.027077032170402124,45,2016-05-31
2016-05,Materiais Básicos,-0.0662168663055765,26,2016-05-31
2016-05,Outros,-0.30115136832043987,1,2016-05-31
2016-05,"Petróleo, Gás e Biocombustíveis",-0.11602462140391766,9,2016-05-31
2016-05,Saúde,-0.005213647838042969,13,2016-05-31
2016-05,Tecnologia da Informação,-0.039230455687932105,5,2016-05-31
2016-05,Utilidade Pública,-0.031698212996414434,37,2016-05-31
2016-06,Bens Industriais,0.0038625337765938947,37,2016-06-30
2016-06,Comunicações,0.19271839970876037,4,2016-06-30
2016-06,Consumo Cíclico,0.013469018566882044,61,2016-06-30
2016-06,Consumo não Cíclico,-0.0322794173282189,18,2016-06-30
2016-06,Financeiro,0.036390156579546744,47,2016-06-30
2016-06,Materiais Básicos,-0.003011891406919692,26,2016-06-30
2016-06,Outros,0.13861016204499688,1,2016-06-30
2016-06,"Petróleo, Gás e Biocombustíveis",-0.0507782754766826,9,2016-06-30
2016-06,Saúde,0.06096170183530595,13,2016-06-30
2016-06,Tecnologia da Informação,0.0006658793770970631,5,2016-06-30
2016-06,Utilidade Pública,0.08753172365891683,37,2016-06-30
2016-07,Bens Industriais,0.15415922159786039,36,2016-07-31
2016-07,Comunicações,0.23079698062616816,4,2016-07-31
2016-07,Consumo Cíclico,0.16344938927498337,62,2016-07-31
2016-07,Consumo não Cíclico,0.09231843491739321,18,2016-07-31
2016-07,Financeiro,0.08557505992921054,44,2016-07-31
2016-07,Materiais Básicos,0.15868260285057562,27,2016-07-31
