ticker,var_dolar_lag
KRSA3,3.9062682692370347
PLPL3,2.789303053185286
WDCN3,2.5624282212604674
CBAV3,2.5396352061275884
ELMD3,2.494407353076527
HBTS5,2.478645447003589
CLSA3,2.4545239518724817
AGXY3,2.432683656856529
ARML3,2.3595673889669566
VAMO3,2.3305892177210272
FRIO3,2.303298177140599
AERI3,2.3002830212193905
PRML3,2.282359725644735
CCHI3,2.2622328542324017
OGXP3,2.224822257329285
AMBP3,2.101947880826672
CURY3,2.0942215377356415
RSIP3,2.0881102459408947
ELEK4,1.9596799743722622
VITT3,1.9345655596912867
AELP3,1.9128849335108122
ARND3,1.9038847068207299
RSUL4,1.8911614343629821
ADHM3,1.7785117184644752
HAPV3,1.759259901984124
DEXP3,1.7548317710913999
NGRD3,1.7486528166087527
LAND3,1.7181263101889648
SPRI3,1.6920257715046216
DOTZ3,1.6398440658286562
SFSA4,1.6307278187938434
CBEE3,1.6077329454267957
EBTP4,1.6029010680921139
SULT4,1.5909873108334662
SEDU3,1.577547621716171
RDTR3,1.5738930875012727
PEAB4,1.5482075226725955
CCXC3,1.548105217172459
DASA3,1.500213745919494
AFLT3,1.4941186411972185
BLAU3,1.4475564988772358
FIBR3,1.4077477367443234
SOJA3,1.3831447749976877
RHDS3,1.3425861821709588
LWSA3,1.319439104321275
WEST3,1.2808825140804974
BEMA3,1.2715851789547716
OSXB3,1.2197554324295805
FICT3,1.2042061197981562
BAUH4,1.1903071776316483
FTRX4,1.1792535500363177
CEBR6,1.1738227155821135
PDTC3,1.169050259458242
NETC4,1.1538949785135608
REDE3,1.148271742359943
MAGG3,1.1446514635930773
CREM3,1.1366349098333974
PRVI3,1.1299213952087863
BHGR3,1.0978329796431614
MBRF3,1.0958434265811041
SLCE3,1.089580426149583
BIED3,1.088129285584649
CRUZ3,1.0735909023645438
EKTR4,1.0658156107076118
SUZB3,1.054931333248577
MOAR3,1.0288710544617545
TUPY3,1.0219611126622885
AGRO3,1.0173271490580809
AURE3,1.0062687429223778
BRIV4,0.9885827347295555
LEVE3,0.974164058386607
KLBN11,0.9635763634982201
CRIV4,0.9183007977077268
TRPN3,0.9103206026523994
AMBV4,0.8565469618268657
DAYC4,0.8466242461586913
CAML3,0.8398525239391863
LUXM4,0.5990749089775372
JALL3,0.5926126886794978
ENMT4,0.587582874380689
CPRE3,0.5293643125374604
PORT3,0.5273457455866286
ARTR3,0.4979697557620829
BMKS3,0.49634621373498355
BEEF3,0.4548618390488331
BMEB4,0.4502083934502081
ODPV3,0.4426876771963292
RADL3,0.4407378812005106
WHRL4,0.4380559022381174
EMBJ3,0.39328283799838626
BSLI3,0.3909157776332015
ISAE4,0.38421400044740167
ENBR3,0.3743697109032335
INTB3,0.36642093029498296
WLMM4,0.3635739762643023
DOHL4,0.3616565415455459
GETI4,0.358822257320741
BRKM5,0.35544370133543096
FESA4,0.35367179265811
TAEE11,0.3458183234273248
BMTO4,0.3414341624867059
GEPA4,0.3401303609555686
WEGE3,0.3347677707690728
CGAS5,0.3345408065075477
BRPR3,0.3336999362426899
BAZA3,0.3328464951113409
CEEB3,0.3289965141059705
ABEV3,0.3237794951932424
LIPR3,0.32309663496333574
FLRY3,0.3149365049409085
EMAE4,0.3042829265553137
BRFS3,0.3016819080677282
VVEO3,0.2913614211762333
COCE5,0.2716801694378849
BNBR3,0.2689992691152576
CLSC4,0.2657252769330722
RECV3,0.24280919055541988
BIOM3,0.23754939905225342
VALE3,0.23271944841161096
ALUP11,0.2254282345746694
TOTS3,0.21204899271549982
PRBC4,0.20985943646741922
GNDI3,0.20682138184495208
LINX3,0.2003836895113515
CPFE3,0.19242223337097042
CGRA4,0.184397938538465
HAGA4,0.18094374300780125
PSSA3,0.17737320191597447
RPAD5,0.16068705986659845
IGTI11,0.15811193738270654
GRND3,0.15785033802455542
EQTL3,0.15096375554678432
TIMS3,0.14754502308868703
MPLU3,0.14560116588221644
EQPA3,0.14234228228898815
PNVL3,0.1295961133501248
MTSA4,0.1267403688894812
TEMP3,0.12295838793576243
SMTO3,0.1149885792612598
UGPA3,0.11252968421747839
MYPK3,0.10378708080356347
RAIL3,0.09937505236384428
ENAT3,0.0986644465221891
CSRN3,0.09601165369154582
