data,roll_delta_selic,roll_delta_ipca,roll_var_dolar,roll_ibc_var
2003-02-28,,,,
2003-03-31,,,,
2003-04-30,,,,
2003-06-30,,,,
2003-07-31,,,,
2003-09-30,,,,
2003-10-31,,,,
2004-03-31,,,,
2004-04-30,,,,
2004-05-31,,,,
2004-06-30,,,,
2004-08-31,-0.25004685632605916,0.19660695871683395,-0.5261797057766414,-0.331431178992889
2004-09-30,-0.14623402487932652,0.04974217805360007,-0.41961787957442787,-0.2126867529423323
2004-11-30,-0.1668318156958833,0.17386843574150102,-0.3910052893863868,-0.09575900941893947
2005-01-31,-0.3236763742788007,0.29524116895183206,-0.1788216442283015,0.03553975460573463
2005-02-28,-0.13661913733271094,0.18846405823063397,-0.35024298223383565,0.007879410290660081
2005-03-31,-0.19365105579542047,0.1483459667369637,-0.4469200269421124,0.1570209001147919
2005-05-31,-0.1647992202170173,0.10070323183391218,-0.38519092636623076,0.10249682482208419
2005-06-30,0.3648929368813675,0.3459309732457785,-0.35485315978374204,0.25589092692794696
2005-08-31,0.3291234854781688,0.3455610884916942,-0.34126861627894767,0.30285444020548963
2005-09-30,-0.12091924113339206,0.5020563492884607,-0.41129978018626084,0.22264925597839114
2005-10-31,0.030864051463851967,0.29738743298149867,-0.3753370733331016,0.21581952883918987
2005-11-30,-0.00028530974111589275,0.23468460160246885,-0.4822835699446071,0.18730715689705404
2006-01-31,-0.22999613811299902,0.32959990765784697,-0.36237200818270177,0.267961119090659
2006-03-31,-0.10544590394670524,0.3006725199352248,-0.4214433321058535,0.37440078718186826
2006-05-31,-0.02113254567574987,0.2542112991751426,-0.5223887399057674,-0.0013525864257784403
2006-06-30,0.14020184763366217,0.1976088505988337,-0.5322411157397862,0.1153095378209904
2006-07-31,-0.12494706742627322,0.151561722661558,-0.4355063526191617,0.006991677179108435
2006-08-31,0.10381058705727811,0.1937833466999499,-0.3075771664706646,0.0034449426547186815
2006-10-31,0.16473780069927993,0.22425021278884344,-0.38005734035895183,0.06754160320059965
2006-11-30,0.3160517816193076,0.16421311046382495,-0.36584532168002115,0.03360220776041826
2007-01-31,0.16272221259035002,0.21289879497969963,-0.37532730743638865,0.038137608891151004
2007-02-28,-0.044815690408360115,0.15238547877950215,-0.20092305574628724,0.17352214965786533
2007-04-30,0.02243038508160582,0.3173896349791224,-0.3337859751820512,0.20920296191457652
2007-05-31,0.09812741337971026,0.39337317248917564,-0.35073415875940545,0.22765661913574287
2007-07-31,0.5387817119135723,0.22846703729622544,-0.4051699034362347,0.2105129168803508
2007-08-31,0.5317643134361653,0.21365958411825042,-0.33595600024190275,0.1735200848977972
2007-10-31,0.4073489255977551,0.17441588927833093,-0.3110156953816994,0.5575924474358765
2007-11-30,0.04289247077136625,0.03937803198960011,-0.2044187123338707,0.6316940569396944
2008-01-31,-0.21396581682698956,0.39477774598011944,-0.23502725748169392,0.799925516653415
2008-02-29,-0.21931552342577715,0.28114423146857814,-0.2817774417834839,0.5762541367790497
2008-03-31,-0.26000245295902485,0.20319995873974878,-0.309854778419437,0.5963042206665047
2008-04-30,0.20226888143187757,0.28650784582503647,-0.3344211913385219,0.6729476813972138
2008-06-30,-0.2998816187583512,0.31435527086449466,-0.20581183636730996,0.3934021057783379
2008-07-31,-0.44107543883204114,0.44488130339053994,-0.19408236011321742,0.4468717633463024
2008-09-30,-0.5347333378184551,0.5202767055394817,-0.43995224961498125,0.4256774030827295
2008-10-31,-0.5001831945687042,0.026407385652693224,-0.7508671915973358,0.7025740942677485
2009-03-31,-0.5264707780092289,-0.1522519649046338,-0.7311885413527733,0.7050823390430709
2009-04-30,-0.6113198914877893,0.04275193681544107,-0.7698588290308355,0.6817328262326123
2009-06-30,-0.5712415095129443,-0.01914915201367631,-0.7260911054839436,0.6378119409064188
2009-07-31,-0.5985014653375887,-0.046765232766741896,-0.7299768653665798,0.6248491440880518
2009-08-31,-0.6044203259653095,-0.09481717626457727,-0.7477706414369746,0.6146625921275503
2009-09-30,-0.5939751627895384,-0.03180652876156497,-0.7367530497164901,0.6858475338884641
2009-11-30,-0.5576438819839533,0.030441562898199624,-0.7376553923353936,0.6603047877836089
2010-03-31,-0.626579439220707,-0.07265103797432702,-0.7553529918634039,0.6395869299604847
2010-04-30,-0.5954341662106247,-0.09170182583045203,-0.8072677879343569,0.7413026956451538
2010-05-31,-0.5701341020325442,-0.12962439214460683,-0.8556092714657335,0.7401335522514327
2010-06-30,-0.5096188626192679,-0.05095472291603517,-0.8353733307119259,0.7506045290604824
2010-08-31,-0.5859497536607381,0.39116065181618614,-0.3751494592854964,0.3040919186614963
2010-09-30,-0.5631309746383855,0.529600290042883,-0.4445201581625167,0.32917527329107227
2010-11-30,-0.4220677015972577,0.33202192224519056,-0.38009126373842195,0.2984117731476233
2011-01-31,-0.6505998193227666,0.21154916359257053,-0.57103410253441,0.21894633458448196
2011-02-28,-0.6038268697177855,0.27005678760251606,-0.5784834335950693,0.2909878095809052
2011-03-31,-0.5892774469314851,0.29146842129264505,-0.6101399019809988,0.23111548978440652
2011-05-31,-0.5277813689317077,0.2927895442991839,-0.6138276250322052,0.18782225736611835
2011-06-30,-0.4284180319647368,0.25514222127799574,-0.6437522412462606,0.34668810055402977
2011-08-31,-0.2807567913391275,0.4069378093582864,-0.5454920148516914,0.27683981658298895
2011-09-30,0.09862747466169901,0.29143782855862915,-0.6601730584845943,0.355430884729326
2011-10-31,-0.060639785302903114,0.0920091981612433,-0.4012618739237776,-0.060636742856245804
2011-11-30,0.04001303908497997,0.011063505263921844,-0.4245526013358419,-0.12148163964545178
2012-01-31,-0.05800706543986533,0.02655803000578052,-0.5436220986286349,-0.4443775548321461
2012-02-29,-0.12000535495476643,-0.22720868616322837,-0.5312832837670316,-0.48348711337061545
2012-04-30,-0.013868495907032508,-0.2916823962551913,-0.5484108183699644,-0.45459266806637477
2012-05-31,0.22229678685365784,0.00554991168097259,-0.701967652226462,-0.5649185361940341
2012-07-31,0.17176191784634046,0.07705650845381565,-0.7087433989151508,-0.5730341106577461
2012-08-31,0.1351762080420707,0.07595920957936607,-0.7081349274038273,-0.5591333179647724
2012-10-31,0.1817786601345289,0.05141033676727231,-0.686426524556547,-0.5729778275871119
2012-11-30,0.3184052368859478,-0.018465128441633224,-0.7415875270685038,-0.5673616231917379
2013-01-31,0.5173581376467271,0.018509702932229984,-0.688506467338568,-0.6144234318478132
2013-02-28,0.26009854624843154,0.157666420200881,-0.5450084190833726,-0.5388341145611192
2013-04-30,0.23005737499052936,0.29593884725716285,-0.708404532282242,-0.5293340358476122
2013-05-31,0.09090703091409594,0.3421499354105953,-0.7136213206471378,-0.5099774739322396
2013-07-31,0.25568610967694577,0.2891830620988594,-0.5983037402608422,-0.18083844642210287
2013-09-30,0.5274181600206008,0.40334818591668,-0.5884891266623669,-0.2728394530821639
2013-10-31,0.5635023049772603,0.676514887404878,-0.6193014441326962,-0.3091862681491898
2014-01-31,0.06227416024215577,0.7216540556361623,-0.30548396909231956,0.27338169270824253
2014-02-28,0.2538656293274382,0.6569792637149129,-0.29055820709717844,0.29435561496362017
2014-03-31,0.4166622558015312,0.7285010923099207,-0.39474970989101593,0.1383681692398222
2014-04-30,0.36169893896309635,0.6509353707816046,-0.4259290390034689,0.19331345451140378
2014-06-30,0.30730014837429553,0.6208635448557913,-0.39688602714708027,-0.06481193861715646
2014-07-31,0.10637738939364062,0.45085060266219534,-0.41175392373390357,0.07277741539273404
2014-09-30,0.2652784230837925,-0.046807675564612884,-0.633065867259715,-0.17564552095781513
2014-10-31,0.2313619570350205,-0.04513491245427966,-0.5267945898536681,-0.17579964883034785
2015-03-31,0.17263495769806977,-0.1022376853722716,-0.4013136277026159,-0.143881401363895
2015-04-30,0.07092305162655843,-0.31583740526160686,-0.476850735302513,-0.294278102121825
2015-06-30,-0.018682298849695148,-0.3572192470809719,-0.4544325520030947,-0.36225836618096147
2015-07-31,-0.03557173717286892,-0.39436227493093373,-0.45719991620280415,-0.3336470453327968
2015-08-31,-0.17546353724649025,-0.3572957047372274,-0.597512613801523,-0.4451021603015809
2015-09-30,-0.11248860836506713,-0.38650288268495636,-0.6094932133291345,-0.4174468592281983
2015-11-30,-0.1380550573693316,-0.5511912742237505,-0.5137319379175126,-0.4697423632552309
2016-02-29,-0.21716270420706488,-0.5789301963103597,-0.545652953776157,-0.3936703612975706
2016-03-31,-0.2696617655052103,-0.6506607717554912,-0.6772742284119722,-0.35124643667404054
2016-05-31,-0.13768034183434774,-0.6645696322667287,-0.5471636280594921,-0.5123918506034228
2016-06-30,-0.3012969447157952,-0.6183011942906217,-0.6208195290988187,-0.20861736767065278
2016-08-31,-0.30046298588784603,-0.616330316199537,-0.6231191392113065,-0.20647610631925903
2016-09-30,-0.30301800085611214,-0.6086897098961619,-0.6858463136040147,-0.1905636804124805
2016-10-31,-0.41143214124959593,-0.3383890633667438,-0.6698739097878755,-0.018726719568737414
2016-11-30,-0.3875478612357653,-0.3434535492272301,-0.6873859658957509,-0.05408326207581803
2017-01-31,-0.41252643833364006,-0.29893948489974803,-0.6965196911397807,-0.005255749901930383
2017-03-31,0.041895301220748436,-0.48774942122315773,-0.6257009798397775,0.1418867403736911
2017-05-31,0.1742486826587189,-0.48658476599055245,-0.7318205518535865,0.06542430690324064
2017-06-30,0.20307503136231297,-0.3805163524613838,-0.7509168812268601,-0.07668477616665112
2017-07-31,0.18462522118782557,-0.23146954157041644,-0.7516506355353452,-0.06556353084222995
2017-08-31,-0.09467441887410447,-0.0023932551534765535,-0.6347708223772686,0.3058753599321893
2017-10-31,0.09790002200957176,0.12832917568287389,-0.8294923469412888,0.09629405165260685
2017-11-30,0.07684590593916314,0.29259101024638307,-0.8259568026108205,0.031617707138179296
2018-01-31,0.2172271265171871,0.18535961831090847,-0.863752386156157,-0.2560225352006651
2018-02-28,0.2404589922239754,0.16569128222947715,-0.8650066069678192,-0.2209619319081216
2018-04-30,0.09046385815418692,0.0719855485450223,-0.82991511668038,-0.1408251004269903
2018-07-31,0.3526699865486879,-0.2631900299255373,-0.6775660563895967,-0.12325892536122907
2018-08-31,0.23790070948237588,-0.2080015085129964,-0.6814524953232383,-0.42020470042022967
2018-10-31,0.27917695729535885,-0.16614836871128674,-0.7235024989806637,-0.3400412688826624
2018-11-30,0.2351394210139977,-0.05624371234452059,-0.7219804328350873,-0.4796878349827863
2019-01-31,0.2235470094090896,-0.020974051889842377,-0.7371991954951786,-0.4889803150517153
2019-02-28,0.13947495523176043,-0.1101846652803759,-0.7026564392754654,-0.2332052325888502
2019-04-30,0.43204836165480426,-0.1267919707278952,-0.7019130895357004,-0.19537463437144303
2019-05-31,0.3710383158319792,-0.037414274123575605,-0.6996610637899497,-0.2216658623316594
2019-07-31,0.05371424361281794,-0.06478291879630109,-0.6499125520645574,-0.208278906898645
2019-09-30,0.14379045797068968,-0.08585909426156686,-0.6182650816695088,-0.020585226237876158
2019-10-31,0.0824952498348178,-0.06851734062595495,-0.6106912699441218,-0.08353074518766265
2020-01-31,0.1466723006346918,0.13803375941611135,-0.6064105178492885,-0.03267359923074791
2020-03-31,0.41674121702636263,0.13935071927187057,-0.8629859435310184,0.891319212261994
2020-04-30,0.2613525124960751,0.08283951078592466,-0.6355988960661703,0.375676320700503
2020-06-30,0.04263877279850378,0.16558912623408056,-0.6280510614622528,0.40918359421066886
2020-07-31,-0.06719195142492626,0.22682488424425074,-0.6109636229358302,0.4357858169432022
2020-08-31,-0.15968453167129487,0.1872348299396015,-0.5828163956788833,0.41802825487483103
2020-09-30,-0.18345119728833825,0.14283000020893166,-0.5621816900864173,0.38979984838060083
2020-11-30,-0.049493948474917,0.1619674418508854,-0.608033325168278,0.3719461586658976
2021-03-31,0.05362666975026761,0.1800700555953961,-0.5776198949646097,0.3285763187543435
2021-04-30,0.06046751956310221,0.15488463884163134,-0.5849519757240009,0.3294932463320172
2021-05-31,0.12852220556557242,0.19256169923726318,-0.5953963188222147,0.33460112111139567
2021-06-30,0.12637404276135134,0.18866956266074875,-0.5663215932330984,0.33304839370816164
2021-08-31,0.053988708316239045,0.1917403025853247,-0.5683327369257009,0.3283019191880516
2021-09-30,-0.39402931002998964,0.004246027825122274,-0.11199392563664286,-0.24026986878015952
2021-11-30,-0.3630260365264565,0.17644493244509873,-0.4094592282634356,0.01421602581123016
2022-01-31,-0.25758206306134007,-0.013172601511465354,-0.32444188654670814,-0.2691695969122777
2022-03-31,-0.0945805034362368,0.059539725146828704,-0.453367279982212,-0.3995452954172751
2022-05-31,-0.2495055258703667,0.007061468693612793,-0.31736626669182233,-0.344023582860213
2022-06-30,-0.30048664396387087,-0.0008665227896759529,-0.4183283686069959,-0.15979002536661785
2022-08-31,-0.048599376317333055,0.03198181110837842,-0.38189000132153367,-0.2348014558657509
2022-09-30,0.02611239080193675,0.017201444066688144,-0.5552280131893751,-0.06480917725290458
2022-10-31,-0.07671683460074168,0.17513221580662702,-0.5099476968928888,-0.07842612481303271
2022-11-30,-0.023908463915555962,0.13360592503149765,-0.46265393468476357,-0.09750710902249196
2023-01-31,-0.07160172063693437,0.12146146973453244,-0.5308765589532835,-0.09965432572569335
2023-02-28,0.08925613978676508,0.034113679850862305,-0.45775945695067116,-0.3300282379419161
2023-03-31,0.1430751024626437,0.1106946349998731,-0.4641948893002901,-0.34974520693112743
2023-05-31,0.26328494141367115,0.029107278220596607,-0.46312805939422563,-0.3698196628727059
2023-06-30,0.12177172138190774,-0.018843848396813356,-0.4855842119388043,-0.27684517265728964
2023-07-31,-0.021144769054815785,-0.11739729310608601,-0.4384220182725905,-0.34156839431483255
2023-08-31,0.026218959958916516,-0.06484892055273035,-0.6801241019090627,-0.30257658719662006
2023-10-31,0.5186039209371395,0.019079547018036647,-0.6496534939648453,-0.42192448843742864
2023-11-30,-0.06959462096742992,-0.053010649266289234,-0.7353820784412056,-0.23146054865187002
2024-01-31,-0.012421841762006206,-0.004317717911040731,-0.7601171706255401,-0.20079272574331164
2024-02-29,-0.07107298517137473,-0.2610119178694726,-0.7810495518036323,-0.21735951814938698
2024-04-30,-0.0004192114265294832,-0.3314429970254014,-0.7391424828618638,-0.29122033316119694
2024-05-31,-0.047189849417321066,-0.32308648773368226,-0.722965132690502,-0.28422305916336527
2024-07-31,0.13391089454700048,-0.17104600287548807,-0.7429428391828593,0.09510258477292229
2024-09-30,0.09333644616492898,-0.30581012812507885,-0.7095723139969976,-0.014497109592310521
2024-10-31,-0.01136409711544185,-0.26127550983973635,-0.7066334166460004,0.24271847588032386
2025-01-31,0.08018111796515544,-0.1565165439498197,-0.6529081064625759,0.5705807560231811
2025-02-28,-0.07209467569900903,-0.22826522362003696,-0.3962504600398717,0.5370465450638231
2025-03-31,-0.05204679911620255,-0.4004001478221888,-0.35001738784421776,0.4957139753211405
2025-04-30,-0.04294757689632003,-0.4484840862516508,-0.279250314084152,0.45992443155614426
2025-06-30,0.3431500677563376,-0.5829984629882549,0.04621326942331896,0.36432396146350243
2025-07-31,0.23627025693158996,-0.6537047692598774,0.0896015349303514,0.38910789852361183
2025-09-30,0.2553760036855683,-0.5505409626649665,0.025599655985609402,0.2703741432763529
2025-10-31,0.14967677015372557,-0.559391157244096,0.15085243776833623,0.3039718118674036
