ticker,delta_ipca_lag
WIZC3,0.09399305714325638
BRML3,0.07124921907016543
RDTR3,0.06826106029806114
PGMN3,0.06722331677612128
UNIP6,0.054825979559495946
TRAD3,0.03750893819825855
RSUL4,0.02390093591071239
TIET11,-0.008826921182304489
WDCN3,-0.009622924069231268
PEAB4,-0.015278423514212667
CSED3,-0.018282181808354666
ALSC3,-0.01891986166291721
CMIG4,-0.02567501072742453
VIVT4,-0.02945828204623874
PRNR3,-0.05272388168687718
OMGE3,-0.05637893695425249
BGIP4,-0.06261844931439924
STBP3,-0.0636580695484763
CLSA3,-0.07414534832026652
MOTV3,-0.0938917284705915
BRSR6,-0.10246120690587564
GNDI3,-0.10321924412356186
BEES3,-0.1207180740484907
MDIA3,-0.13286632192509962
MLAS3,-0.1384251220299781
BNBR3,-0.15384642214244562
ENBR3,-0.15983512553525883
AALR3,-0.1634295455936612
CXSE3,-0.16492134451093501
HYPE3,-0.18153391080208944
JALL3,-0.18529700480262845
PRBC4,-0.18712155098909125
CVCB3,-0.1883446225362591
KLBN11,-0.1903181508422109
RAIL3,-0.20883453646930267
EZTC3,-0.21263720541887496
SUZB3,-0.21524591189537867
CEEB3,-0.21905726280466611
VITT3,-0.2228688409626498
TFCO4,-0.22343421959657206
CTNM4,-0.23507847480151814
TOKY3,-0.24096572007977105
EBTP4,-0.24716494733180053
AGRO3,-0.2513355627285897
PRVI3,-0.2546901564186255
ROMI3,-0.2551691148482426
BALM4,-0.26149722122073066
CEAB3,-0.2620252770382309
TCSA3,-0.2674536242630361
CPFE3,-0.2678199962844827
SMTO3,-0.2700631771687195
RPAD5,-0.27213298631792526
ISAE4,-0.2722323799741681
BBSE3,-0.27917079619326096
BOBR4,-0.28777610973970247
PNVL3,-0.29178245691129323
LPSB3,-0.2936178930647993
SLCE3,-0.29584764736703845
PETR4,-0.2985115072434527
LREN3,-0.30279559730024336
CRUZ3,-0.3165858761531872
EQPA3,-0.31850515204710195
VULC3,-0.3414707027211232
BMIN4,-0.3470486733921738
FLRY3,-0.34971659147238215
MTSA4,-0.3511308510358053
TELB4,-0.35448255360392295
EVEN3,-0.3582520312684318
SOMA3,-0.3588825763931365
WEGE3,-0.3656108172901429
PTBL3,-0.3766206362324977
MTIG4,-0.38792326708409497
RADL3,-0.3879497126768167
AZZA3,-0.3885748734549422
PORT3,-0.38968553851695037
REDE3,-0.39034371829663284
LJQQ3,-0.4042227948605566
AURE3,-0.40793290600054577
RHDS3,-0.412144148899498
GGPS3,-0.4206596884321723
ALUP11,-0.4256607630237717
BBAS3,-0.4268839256085877
TASA4,-0.4291259604083175
DEXP3,-0.4315795657612408
PLPL3,-0.43848658343436286
ARML3,-0.444338920067306
PETZ3,-0.4451366002083617
CESP6,-0.4453321558337807
CAML3,-0.449442167771077
BRBI11,-0.45007515981876406
DAYC4,-0.4588790623845448
EGIE3,-0.4590688229473616
FIEI3,-0.4604802287972085
JFEN3,-0.46157954625312553
UCAS3,-0.4658581554738999
NGRD3,-0.47008485040490366
SQIA3,-0.47214418994920554
BIED3,-0.47654518407823776
CPLE6,-0.4814847249809463
RSID3,-0.4919254142981316
DESK3,-0.5044581963884062
ENEV3,-0.5185398300465864
DIRR3,-0.5301981588633022
PINE4,-0.5307853169212498
TEKA4,-0.5383782860759445
RAPT4,-0.538405063505479
CURY3,-0.5384069889603312
MILS3,-0.5398953444267602
ALLD3,-0.5426242712258116
MBRF3,-0.5513776845182821
BEEF3,-0.5558756222679667
AZUL4,-0.5591243879111857
ENMT4,-0.5603364875915426
BISA3,-0.5613672263395356
CSAN3,-0.5646902135703944
RENT3,-0.5807755520812897
MOVI3,-0.5826149676458655
RDOR3,-0.5833744109348041
NATU3,-0.5922541509897565
MWET4,-0.5969625624051028
DMVF3,-0.5989752670566375
EMAE4,-0.6110597175812552
CRFB3,-0.6118819444627587
AXIA3,-0.6146595804559017
B3SA3,-0.6174905889966146
MRVE3,-0.6192031857103087
BRKM5,-0.626318765422407
AMBV4,-0.6268921275315567
SHUL4,-0.6349989250367581
BPAC11,-0.645990784635565
GETI4,-0.6555668386720094
CEBR6,-0.6598711985632063
ESTR4,-0.6614856883787297
NTCO3,-0.6768676936841717
ZAMP3,-0.6785579310575701
ALPA4,-0.6908847116835766
NETC4,-0.6931766731125897
CTSA4,-0.7059359738728669
MGLU3,-0.7280531825306902
ELPL4,-0.7327963553690123
KEPL3,-0.7376023768166647
SOJA3,-0.7661184950425912
OSXB3,-0.767484014358698
HOOT4,-0.7821465261995202
TEMP3,-0.7918707370593836
HBSA3,-0.7929629486795835
MGEL4,-0.7999879711633632
INTB3,-0.8040518154030499
OIBR3,-0.8073059883753421
PRIO3,-0.8350561396577505
CREM3,-0.8353038942625921
LAME4,-0.8389122552982922
QUAL3,-0.855784415451936
HAPV3,-0.8600632845910363
DASA3,-0.8944462090159411
VIVR3,-0.8968145566993145
CSRN3,-0.9023212837700416
KRSA3,-0.9101614975537694
VIVA3,-0.9184355212006915
PARD3,-0.9339036805762915
RLOG3,-0.9373613687602662
SRNA3,-0.9555372929999467
CTKA4,-0.9623221299303591
RECV3,-0.9699938985877562
NEXP3,-0.9718679901525358
PLAS3,-0.9749670888580607
ANIM3,-0.9803957562195083
NUTR3,-0.9930765475985076
JSLG3,-0.9989457180436401
SULT4,-1.0061407217585971
FRIO3,-1.045235521465199
PMET6,-1.07796766197545
AELP3,-1.081457374919808
BICB4,-1.0947789904918355
RJCP3,-1.0986919629863245
TXRX4,-1.114138600111444
LINX3,-1.1185441808485086
ENJU3,-1.1941608296611044
AERI3,-1.2106848721365466
AGXY3,-1.2384353916647575
SGPS3,-1.2425028526477717
CBEE3,-1.2838835872369692
ELEK4,-1.2900307784422922
BRAV3,-1.2953593632448686
SPRI3,-1.3151387937120111
INEP4,-1.3217747680813274
SFSA4,-1.4104958843688788
SBFG3,-1.4566084780270325
GFSA3,-1.5173451702941374
DTCY3,-1.5224791438919802
SEQL3,-1.73389820152062
IFCM3,-1.7565369469324823
ARND3,-1.7891484244730969
ADHM3,-1.814902333558885
AMER3,-1.8800815255581433
OGXP3,-2.1711607912963475
TOYB4,-2.3116475627784503
AVLL3,-2.6221071935185782
IDVL4,-2.6411991266930914
TERI3,-3.08243014052176
PDGR3,-3.7530420850627615
FTRX4,-3.953490528480802
CCHI3,-4.796920391442391
AMBP3,-6.674738021919291
