data,ipca,dolar,selic,ibc_br,var_dolar,delta_selic,delta_ipca,ibc_var
2018-05-31,0.4,3.6361,6.4,93.54773,0.06493279409876296,0.0,0.18000000000000002,-0.030095352597665714
2018-06-30,1.26,3.7732,6.4,96.14553,0.03701176910624748,0.0,0.86,0.027769781265670312
2018-07-31,0.33,3.8288,6.4,96.48285,0.014627990378410782,0.0,-0.9299999999999999,0.00350843143721824
2018-08-31,-0.09,3.9298,6.4,97.27377,0.02603709582898661,0.0,-0.42000000000000004,0.008197519040948675
2018-09-30,0.48,4.1165,6.4,96.675,0.046414753755385174,0.0,0.57,-0.006155513454449202
2018-10-31,0.45,3.7584,6.4,97.02654,-0.0910099528338324,0.0,-0.02999999999999997,0.0036363072148952735
2018-11-30,-0.21,3.7867,6.4,97.30896,0.007501592480541275,0.0,-0.66,0.002910749986550165
2018-12-31,0.15,3.8851,6.4,97.57144,0.02565379611102947,0.0,0.36,0.0026973877842286775
2019-01-31,0.32,3.7417,6.4,97.43841,-0.037608669907587045,0.0,0.17,-0.0013634112605080961
2019-02-28,0.43,3.7236,6.4,96.69725,-0.004849111346297175,0.0,0.10999999999999999,-0.007606445959042363
2019-03-31,0.75,3.8465,6.4,96.13356,0.03247270165665439,0.0,0.32,-0.00582943155053528
2019-04-30,0.57,3.8962,6.4,96.23143,0.012838075248114533,0.0,-0.18000000000000005,0.0010180627868145997
2019-05-31,0.13,4.0015,6.4,97.53007,0.026667571659997114,0.0,-0.43999999999999995,0.013494967288753656
2019-06-30,0.01,3.8588,6.4,96.94615,-0.03631303651070228,0.0,-0.12000000000000001,-0.005987076601093322
2019-07-31,0.19,3.7793,6.4,96.68133,-0.02081744701684407,0.0,0.18,-0.0027316195640569862
2019-08-31,0.11,4.02,5.9,96.93405,0.06174309533351208,-0.5,-0.08,0.0026139483186671253
2019-09-30,-0.04,4.1215,5.71,97.29817,0.024935272140215625,-0.1900000000000004,-0.15,0.003756368376230945
2019-10-31,0.1,4.087,5.38,98.49368,-0.008405970189004908,-0.33000000000000007,0.14,0.012287075902866373
2019-11-30,0.51,4.1553,4.9,98.23091,0.016573423284885314,-0.47999999999999954,0.41000000000000003,-0.0026678869141655293
2019-12-31,1.15,4.1096,4.59,97.78209,-0.011058927696104393,-0.3100000000000005,0.6399999999999999,-0.004569030257380313
2020-01-31,0.21,4.1495,4.4,97.90997,0.009662144885444368,-0.1899999999999995,-0.94,0.0013078059591487001
2020-02-29,0.25,4.341,4.19,98.05689,0.045116891261091085,-0.20999999999999996,0.04000000000000001,0.0015005622001518226
2020-03-31,0.07,4.8839,3.95,91.43481,0.11783934470091051,-0.2400000000000002,-0.18,-0.06753304127838433
2020-04-30,-0.31,5.3256,3.65,83.18453,0.08658130028598965,-0.30000000000000027,-0.38,-0.09023128062496111
2020-05-31,-0.38,5.6434,3.01,85.80219,0.05796133945188475,-0.6400000000000001,-0.07,0.03146811071722122
2020-06-30,0.26,5.1966,2.58,89.60526,-0.08248215517332458,-0.4299999999999997,0.64,0.044323693835786715
2020-07-31,0.36,5.2802,2.15,91.9639,0.01595941020574876,-0.43000000000000016,0.09999999999999998,0.026322561867461625
2020-08-31,0.24,5.4612,1.94,93.72393,0.03370457003979377,-0.20999999999999996,-0.12,0.019138270560513426
2020-09-30,0.64,5.3995,1.9,95.62386,-0.011362189137782197,-0.040000000000000036,0.4,0.02027155711460238
2020-10-31,0.86,5.6258,1.9,97.50348,0.041056803509407214,0.0,0.21999999999999997,0.019656391197761858
2020-11-30,0.89,5.4178,1.9,97.65821,-0.03767333120892169,0.0,0.030000000000000027,0.0015869177182188388
2020-12-31,1.35,5.1456,1.9,97.67173,-0.0515478484287073,0.0,0.4600000000000001,0.00013844202141322093
2021-01-31,0.25,5.3562,1.9,97.90837,0.04011278786877881,0.0,-1.1,0.0024228095478600054
2021-02-28,0.86,5.4165,1.9,98.83441,0.011195081972250831,0.0,0.61,0.009458231201275202
2021-03-31,0.93,5.6461,2.23,95.30017,0.04151519092523137,0.33000000000000007,0.07000000000000006,-0.03575920572602209
2021-04-30,0.31,5.5621,2.65,96.43536,-0.014989306534373581,0.41999999999999993,-0.6200000000000001,0.01191173111233712
2021-05-31,0.83,5.2911,3.29,97.253,-0.04994957103205144,0.6400000000000001,0.52,0.00847863273388505
2021-06-30,0.53,5.0319,3.76,96.79272,-0.050228517375609405,0.46999999999999975,-0.29999999999999993,-0.004732810298911039
2021-07-31,0.96,5.1567,4.15,96.46214,0.024499193633401806,0.39000000000000057,0.42999999999999994,-0.003415339500739245
2021-08-31,0.87,5.2517,5.01,97.06923,0.018254993692268684,0.8599999999999994,-0.08999999999999997,0.006293557244324122
2021-09-30,1.16,5.2797,5.43,96.99082,0.005317444209785194,0.41999999999999993,0.2899999999999999,-0.0008077739980012488
2021-10-31,1.25,5.54,6.3,97.47975,0.04812522283705456,0.8700000000000001,0.09000000000000008,0.005040992539293798
2021-11-30,0.95,5.5569,7.65,99.0706,0.003045898055457519,1.3500000000000005,-0.30000000000000004,0.016319799753282016
2021-12-31,0.73,5.6514,8.76,99.1451,0.016862903260039586,1.1099999999999994,-0.21999999999999997,0.0007519889856324458
2022-01-31,0.54,5.5341,9.15,97.569,-0.020974350761183258,0.39000000000000057,-0.18999999999999995,-0.015896902620502695
2022-02-28,1.01,5.1966,10.49,98.56176,-0.06292438573058923,1.3399999999999999,0.47,0.010174953110106744
