cluster,delta_selic_lag,delta_ipca_lag,var_dolar_lag,ibc_var_lag,delta_selic_lag_std,delta_ipca_lag_std,var_dolar_lag_std,ibc_var_lag_std,qtd_acoes,macro_dominante,ranking_macros,sinais,nome_cluster,score_macro
4,-1.9465700979632858,-4.434199126155233,1.0343008001922116,3.329491129076052,2.853221137566291,1.8154785553488353,1.6955721352163788,1.6558032046728517,4,delta_ipca_lag,"['delta_ipca_lag', 'ibc_var_lag', 'delta_selic_lag', 'var_dolar_lag']","{'delta_selic_lag': 'negativo', 'delta_ipca_lag': 'negativo', 'var_dolar_lag': 'positivo', 'ibc_var_lag': 'positivo'}",Inflação + Ciclo Econômico + Juros + Dólar,10.744561153386783
6,-0.12758015842761025,-0.1167555239531424,1.6237652337977024,1.4815525912437528,0.7280496219057143,0.7103862691879648,0.9521830464076354,0.9955848233982542,25,var_dolar_lag,"['var_dolar_lag', 'ibc_var_lag', 'delta_selic_lag', 'delta_ipca_lag']","{'delta_selic_lag': 'negativo', 'delta_ipca_lag': 'negativo', 'var_dolar_lag': 'positivo', 'ibc_var_lag': 'positivo'}",Dólar + Ciclo Econômico,3.349653507422208
2,-0.8194943388148801,-0.7907483196001097,-0.7445634780441235,0.06258613707563142,0.67822115005179,0.7337529495657793,0.6742405630306677,0.8122517277957859,68,delta_selic_lag,"['delta_selic_lag', 'delta_ipca_lag', 'var_dolar_lag', 'ibc_var_lag']","{'delta_selic_lag': 'negativo', 'delta_ipca_lag': 'negativo', 'var_dolar_lag': 'negativo', 'ibc_var_lag': 'positivo'}",Juros + Inflação + Dólar,0.9282653174464978
3,0.2742901523345702,-0.3255520313519993,1.4960411750740086,-0.9949103027319747,1.0438436143334997,0.8325290217933741,0.5805733435594973,0.7230895103191697,45,var_dolar_lag,"['var_dolar_lag', 'ibc_var_lag', 'delta_ipca_lag', 'delta_selic_lag']","{'delta_selic_lag': 'positivo', 'delta_ipca_lag': 'negativo', 'var_dolar_lag': 'positivo', 'ibc_var_lag': 'negativo'}",Dólar + Ciclo Econômico,0.552392751359463
0,0.0993973970535055,0.49361067791919844,-0.09810024152584182,0.33855272117879065,0.5185644394537762,0.4405091062974841,0.4905316587149256,0.49921312136072965,129,delta_ipca_lag,"['delta_ipca_lag', 'ibc_var_lag', 'delta_selic_lag', 'var_dolar_lag']","{'delta_selic_lag': 'positivo', 'delta_ipca_lag': 'positivo', 'var_dolar_lag': 'negativo', 'ibc_var_lag': 'positivo'}",Baixa sensibilidade,-0.3525555953197551
1,0.9066807543635295,-0.1903583520444073,-0.1993542519495082,-0.30339904462027356,0.7167680675303425,0.614473951083799,0.511555752546201,0.7627973207544564,87,delta_selic_lag,"['delta_selic_lag', 'ibc_var_lag', 'var_dolar_lag', 'delta_ipca_lag']","{'delta_selic_lag': 'positivo', 'delta_ipca_lag': 'negativo', 'var_dolar_lag': 'negativo', 'ibc_var_lag': 'negativo'}",Juros,-1.219075698888904
5,-1.0983866856655795,1.234170909511287,-0.9242388041353105,-0.7976252101677144,0.7600042738145343,1.007129497716268,0.7914492172382865,0.8236337818190287,34,delta_ipca_lag,"['delta_ipca_lag', 'delta_selic_lag', 'var_dolar_lag', 'ibc_var_lag']","{'delta_selic_lag': 'negativo', 'delta_ipca_lag': 'positivo', 'var_dolar_lag': 'negativo', 'ibc_var_lag': 'negativo'}",Inflação + Juros + Dólar + Ciclo Econômico,-1.8576482381487323
