ticker,delta_selic_lag
BRSR6,0.5419681917618284
CXSE3,0.5243001417023454
BBAS3,0.5087573679943933
CMIG4,0.4980680468007815
DAYC4,0.47503821129883655
RECV3,0.47472775608255957
LIGT3,0.4734690796006731
NEOE3,0.4673335975752225
CLSC4,0.46137670916726337
SUZB3,0.45071366410592406
STBP3,0.4482250807553322
TCSA3,0.4236076119128932
TFCO4,0.4123304281920859
CESP6,0.396802873258529
KRSA3,0.3842221806923263
SBSP3,0.3195409509134816
KLBN11,0.28002621979416414
BRPR3,0.2787396869300582
RADL3,0.2732045583430802
BRBI11,0.262311350541537
CAMB3,0.25704817015134224
SMFT3,0.2506677678828899
LEVE3,0.2469374885780837
PNVL3,0.23938264981902932
CAML3,0.23207924295517507
HAGA4,0.22515643483742798
CLSA3,0.21245443666367117
TAEE11,0.2078827861772519
ALOS3,0.19059168176865143
EGIE3,0.18684523322781646
COCE5,0.18640293436129166
TUPY3,0.17038571936941502
ITSA4,0.16928189645897887
SHUL4,0.1536537423509352
BRFS3,0.15364611669316383
ABEV3,0.15127498790828675
DASA3,0.1476258331643011
LWSA3,0.14482410695767012
RAIL3,0.14384996735474656
ALSC3,0.1301914851781513
EQTL3,0.12968391450736638
CRFB3,0.12623215967899062
IGTA3,0.12548244252503646
SFSA4,0.11319212828391549
EQPA3,0.11261200529925809
AFLT3,0.10265015052240427
PRBC4,0.10050063185859205
RENT3,0.09622631948168257
SIMH3,0.09569869928865889
TOTS3,0.08935075393968696
MTSA4,0.08831116192459537
CCHI3,0.08410423856051655
DIRR3,0.07997548375628936
PGMN3,0.07186212925266736
BGIP4,0.06559231286193123
RHDS3,0.0633374140965556
CRIV4,0.057809559119526205
CYRE3,0.05245144460797166
EZTC3,0.05120617566442533
EMBJ3,0.05115880856725774
LREN3,0.0460381020142202
GETI4,0.03642136681451072
ECOR3,0.03590202970506263
TELB4,0.031783707748550175
FRTA3,0.02620175774489901
MOAR3,0.02466701311716822
SCAR3,0.02398550735571609
RAIZ4,0.022774428796315783
SYNE3,0.02230476835158796
VALE3,0.022002607412724
WEGE3,0.015248042572765705
MTIG4,0.014160746378824363
SANB11,0.012262408404413628
AMBV4,0.009667755326528998
EKTR4,-0.005905788621159006
GRND3,-0.007107436961035571
ENEV3,-0.008660076242803134
LIPR3,-0.02045385787397348
JSLG3,-0.021439993386077945
MILS3,-0.02172616397956693
HBSA3,-0.02293964496714814
SEER3,-0.02373439283667896
PETR4,-0.024438350471109274
MYPK3,-0.026288881324056827
RPMG3,-0.02667035773219211
FESA4,-0.030163024701866787
CSAN3,-0.04256151237435997
LINX3,-0.04373496278690373
RDOR3,-0.04507974370932409
CEBR6,-0.0468546613317305
TEKA4,-0.047413299594690206
POMO4,-0.04775143845198203
CBAV3,-0.0485515405839368
EUCA4,-0.056088783406482164
GSHP3,-0.0563042002075434
FRAS3,-0.059328546121554075
DEXP3,-0.06362190786112296
JHSF3,-0.06974076824124222
ELMD3,-0.08577870035187046
VIVA3,-0.08739496529204359
CSNA3,-0.09326139553044524
CSED3,-0.09413846522298316
CPRE3,-0.10234676141307061
SMTO3,-0.10344193191773395
PSSA3,-0.10556660446646235
CSMG3,-0.11088892594198292
SNSY5,-0.11228358760580148
PRIO3,-0.11263820944896233
ELEK4,-0.11315922878725167
AGRO3,-0.11511715044706725
ENAT3,-0.11874647588779744
UCAS3,-0.12179134805191036
MEAL3,-0.12399965667119826
PTNT4,-0.12844341201312431
QUAL3,-0.12998022796799422
NATU3,-0.1343291656886391
SHOW3,-0.13657128172040567
BRAP4,-0.13857506060762895
RDNI3,-0.13902379698106707
CMIN3,-0.14495265919509026
DOHL4,-0.14943844839088327
VBBR3,-0.15561676913749428
BMTO4,-0.15959985728449053
GGPS3,-0.16019507713055814
MDNE3,-0.16127455063510288
MOVI3,-0.17064440393042193
HBRE3,-0.18084709626954
CRUZ3,-0.18400363713167123
DXCO3,-0.1857542080403118
REDE3,-0.1885147481890822
GEPA4,-0.1887669497851092
SLCE3,-0.18894344995371098
EMAE4,-0.18978372125628673
BPAC11,-0.19950119807044572
AZZA3,-0.20424367066755106
WHRL4,-0.2169671203932419
SOJA3,-0.2264482930041517
JALL3,-0.22912252769199662
GGBR4,-0.23709994500816092
PLPL3,-0.2530988376275391
EVEN3,-0.2563883103514542
PRNR3,-0.2573864334286218
MTRE3,-0.2701204301183223
KEPL3,-0.27029346056464704
ONCO3,-0.2705344290805565
SEDU3,-0.2730831956245994
BAUH4,-0.2834809374332368
BMEB4,-0.2851947481437833
BMGB4,-0.28778732022187986
PETZ3,-0.30061800344929107
TGMA3,-0.30561323706518506
LPSB3,-0.31100056211117505
LOGG3,-0.31552759897702104
CSUD3,-0.3173958870090813
RAPT4,-0.3243298206893849
FHER3,-0.32945092232918954
PRML3,-0.34745278734138363
HBTS5,-0.3665510629328357
FTRX4,-0.368249400409989
NGRD3,-0.36828420041853915
LUXM4,-0.3736934931768675
GMAT3,-0.3742414938912796
PFRM3,-0.38490727275305386
APER3,-0.39323357956650906
ANIM3,-0.3947190971141046
WEST3,-0.40095057187698546
SQIA3,-0.41152995485788363
HOOT4,-0.41239673011503764
RNEW11,-0.41705566808345446
ALPA4,-0.4234510173687478
FIQE3,-0.4257012665840296
AUTM3,-0.4282976192830588
RIAA3,-0.44119332229827385
ROMI3,-0.45387698690993633
BHGR3,-0.4602621569043233
YDUQ3,-0.4795667981204738
CREM3,-0.47965175961288514
ETER3,-0.48220850903535245
PRVI3,-0.5093375311844384
BSLI3,-0.5142910651421521
ESTR4,-0.5221948825676974
PTBL3,-0.547121000710328
BRKM5,-0.5491997681970738
ALLD3,-0.5494491946819502
WDCN3,-0.5516514143739554
TRIS3,-0.5600817658808439
GOAU4,-0.5630035453486698
EALT4,-0.5723173117020341
CBEE3,-0.5858542522079768
BPHA3,-0.5981815683895163
LJQQ3,-0.606166417782875
BPAN4,-0.6171936506027405
MWET4,-0.624961160462787
TXRX4,-0.6375370669931523
HAPV3,-0.6381759248856682
FICT3,-0.6465511382720285
PDTC3,-0.6507320887113902
DMVF3,-0.6611725107712515
GFSA3,-0.6764655098487443
NEXP3,-0.6804922246060796
AMIL3,-0.6842466420529022
CEDO4,-0.6928895644575035
CTKA4,-0.6957910812201417
VIVR3,-0.696336539682942
PMAM3,-0.7052057478263604
MBRF3,-0.7062725959608598
POSI3,-0.7277858825506298
PEAB4,-0.7444394744074345
UNIP6,-0.7691957178138308
BOBR4,-0.7736847321535347
BNBR3,-0.7919806790183399
ENMT4,-0.8317822843896298
SBFG3,-0.8375379498002697
FIBR3,-0.8650928362723095
MLAS3,-0.874760324869909
SGPS3,-0.8797553428703603
GOLL4,-0.8857783748535825
MAGG3,-0.8891544900687838
MGLU3,-0.9001737693919598
LUPA3,-0.9013736571725758
TPIS3,-0.9060993553298032
OPCT3,-0.9111816015718056
IDVL4,-0.9318597672515175
OMGE3,-0.9562323631641887
INEP4,-0.9623565026835268
TEND3,-0.9915114620436798
AMAR3,-0.998379694890581
BIOM3,-1.0018208673406237
BALM4,-1.0358557272169662
USIM5,-1.041132783623534
CTSA4,-1.0454674363731977
CVCB3,-1.0467159234095438
LCAM3,-1.0588689518080154
SLED4,-1.084949456824493
TOKY3,-1.1149209727397744
RLOG3,-1.1199633729279643
CRPG5,-1.1281508705995877
BHIA3,-1.1449877227978942
FRIO3,-1.1710706757428115
CTNM4,-1.186494133786159
WLMM4,-1.1945756039599402
IRBR3,-1.1950999257613832
BEMA3,-1.2117241695920673
SPRI3,-1.2330621557317647
TRAD3,-1.2368164459800695
DESK3,-1.2409237442714487
TASA4,-1.2683314868087843
AZEV4,-1.2856399973981711
AMER3,-1.3214274751804138
AZUL4,-1.3442604614691793
RSID3,-1.356817309117681
CASH3,-1.3623285911720382
NTCO3,-1.3627334901574877
TOYB4,-1.3745727679395543
BRIT3,-1.4019691883198273
IFCM3,-1.416326635645512
DOTZ3,-1.4182217820076917
ALPK3,-1.509298754923542
ARND3,-1.5286896263886331
MMXM3,-1.5882961485462652
IMCH3,-1.626060883245628
CEAB3,-1.6268505284982817
AEDU3,-1.66116247350132
OGXP3,-1.6993705709135034
NUTR3,-1.7398767452974357
SMLS3,-1.8214918441819827
TERI3,-1.825718675244585
RCSL3,-1.8588480311398747
OIBR3,-1.896410898082045
ESPA3,-2.1363507729533557
DTCY3,-2.1456911459064933
CTAX3,-2.3096034262825085
PDGR3,-2.3525101840156646
ENJU3,-2.56979491687216
NORD3,-2.939586117864726
LIXC4,-3.0408187003880887
AVLL3,-3.3099064026240486
AMBP3,-6.127562462064116
