variavel,coef,pvalor,subsetor,r2
delta_ipca,-0.031458084802720096,0.05554863826356301,Siderurgia e Metalurgia,0.19129116783856592
var_dolar,-1.008634517667907,1.0033695259904102e-08,Siderurgia e Metalurgia,0.19129116783856592
ibc_var,0.4648682238990002,0.3154181374167809,Siderurgia e Metalurgia,0.19129116783856592
const,0.00483272088096111,0.32182650149764336,"Tecidos, Vestuário e Calçados",0.2731107943983646
delta_selic,-0.02831793790090504,0.03104576611188688,"Tecidos, Vestuário e Calçados",0.2731107943983646
delta_ipca,-0.014690247025458443,0.2959799577052148,"Tecidos, Vestuário e Calçados",0.2731107943983646
var_dolar,-1.0773730111323951,3.075779566077539e-12,"Tecidos, Vestuário e Calçados",0.2731107943983646
ibc_var,0.6655863234216144,0.09484914446320339,"Tecidos, Vestuário e Calçados",0.2731107943983646
const,-0.010006193851215255,0.20910315176107144,Telecomunicações,0.12656915006931913
delta_selic,-0.08542659724962945,8.543765846704946e-05,Telecomunicações,0.12656915006931913
delta_ipca,0.011909052045531186,0.6032241278551007,Telecomunicações,0.12656915006931913
var_dolar,-0.8051148022540212,0.0007707347991683281,Telecomunicações,0.12656915006931913
ibc_var,-0.028826121386988035,0.964506634506642,Telecomunicações,0.12656915006931913
const,0.006844693744374778,0.1829661300812805,Transporte,0.3651633796848168
delta_selic,-0.04848195429651108,0.0005154869252123532,Transporte,0.3651633796848168
delta_ipca,-0.03270692859927294,0.02784309844466404,Transporte,0.3651633796848168
var_dolar,-1.3907426108767194,9.627932378155455e-17,Transporte,0.3651633796848168
ibc_var,0.7221861711484401,0.0851613784941822,Transporte,0.3651633796848168
const,-0.0022129141380568787,0.7243058717883839,Utilidades Domésticas,0.15036417288881287
delta_selic,-0.04697779884814436,0.00565788242528621,Utilidades Domésticas,0.15036417288881287
delta_ipca,-0.006834753457264229,0.7053603531078213,Utilidades Domésticas,0.15036417288881287
var_dolar,-0.8216953270232377,1.6552184495887057e-05,Utilidades Domésticas,0.15036417288881287
ibc_var,0.8456703621957067,0.0992847782178413,Utilidades Domésticas,0.15036417288881287
const,0.004158701694568775,0.5061893218960659,Viagens e Lazer,0.21038903519049357
delta_selic,-0.021603556309348293,0.19805418157603127,Viagens e Lazer,0.21038903519049357
delta_ipca,-0.012904604291853486,0.4740445963355252,Viagens e Lazer,0.21038903519049357
var_dolar,-1.1788955849377896,1.47007883708463e-09,Viagens e Lazer,0.21038903519049357
ibc_var,0.7112123653228318,0.16381138702816989,Viagens e Lazer,0.21038903519049357
const,0.017174062405395617,0.037626642483953705,Água e Saneamento,0.0865430473675528
delta_selic,-0.03433404792825322,0.11981609239692134,Água e Saneamento,0.0865430473675528
delta_ipca,-0.011402651837813242,0.630001476783435,Água e Saneamento,0.0865430473675528
var_dolar,-0.9080818634770043,0.0002511841489408673,Água e Saneamento,0.0865430473675528
ibc_var,0.40327585504796104,0.5469933122574789,Água e Saneamento,0.0865430473675528
