variavel,coef,pvalor,ticker,r2
delta_ipca,-0.2651647331501732,0.0015873087554011194,BHIA3,0.23854480121693666
var_dolar,-3.9417360911763386,7.536167390115633e-05,BHIA3,0.23854480121693666
ibc_var,-0.4729701001111071,0.8130094887287548,BHIA3,0.23854480121693666
const,-0.0056984584710127895,0.7714597470363747,BICB4,0.1131801900292363
delta_selic,0.12109152815384719,0.07701949115591517,BICB4,0.1131801900292363
delta_ipca,0.06767997687200754,0.38635418902429675,BICB4,0.1131801900292363
var_dolar,-0.5215844569614048,0.2881512817233258,BICB4,0.1131801900292363
ibc_var,-0.9790377439305262,0.6972229299512387,BICB4,0.1131801900292363
const,-0.022994189176713458,0.09090105894585,BIED3,0.052635393316823875
delta_selic,-0.04630445286457608,0.22428543821451719,BIED3,0.052635393316823875
delta_ipca,-0.010788845320412724,0.7908836329989588,BIED3,0.052635393316823875
var_dolar,-0.41937077891873076,0.3166831433570633,BIED3,0.052635393316823875
ibc_var,1.0731850755141155,0.25434372502205593,BIED3,0.052635393316823875
const,0.008001405373103773,0.6732834938544243,BIOM3,0.0875704979345141
delta_selic,-0.12634034456362245,0.01387883813980815,BIOM3,0.0875704979345141
delta_ipca,-0.022628761896699125,0.6748512414501748,BIOM3,0.0875704979345141
var_dolar,-0.8158714778617481,0.16727458174475077,BIOM3,0.0875704979345141
ibc_var,0.29571991908300144,0.8243193640496446,BIOM3,0.0875704979345141
const,-0.013165124827601425,0.5151132940089126,BISA3,0.21599770233502547
delta_selic,0.03287466675733066,0.6542107466672444,BISA3,0.21599770233502547
delta_ipca,-0.003888865453465522,0.9645372434999497,BISA3,0.21599770233502547
var_dolar,-1.1429925056699595,0.10166856288499444,BISA3,0.21599770233502547
ibc_var,-6.159008947585643,0.03157444932692919,BISA3,0.21599770233502547
const,-0.029630426269390178,0.09999923359419716,BLAU3,0.12743897202908505
delta_selic,0.02105377421702522,0.6026647164270791,BLAU3,0.12743897202908505
delta_ipca,0.022146388568795618,0.6172886024206663,BLAU3,0.12743897202908505
var_dolar,-1.1997992070672567,0.1118988113630667,BLAU3,0.12743897202908505
ibc_var,-0.25411311671782966,0.9009879455155555,BLAU3,0.12743897202908505
const,-0.03534105142412664,0.18639255387897619,BLUT4,0.06270286194361652
