variavel,coef,pvalor
const,0.007588064166336308,0.0850780661703943
delta_ipca_lag,-0.023985418540873663,0.09015016782391452
delta_selic_lag,-0.021060132077414702,0.042639423592727876
ibc_var_lag,-0.4657881766727046,0.1843568105706149
var_dolar_lag,-1.073155970047888,3.0201122179148327e-16
